source_title,mapped_title,match_score,match_kind,buyer_segment_rollup,buyer_segment
Account Manager,Senior Information Technology Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
"AVP - BI, Data, Infrastructure",Information Technology Infrastructure Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
AVP - IT & Digital Transformation,Senior IT Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
AVP - Product Management,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
AVP - Technology Integration,Information Technology Service Delivery Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
AVP Technology,"Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
"AVP | Head - Corporate Quality, Business Excellence, EHS & ESG",Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Junior Scientist R & D,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Jr. Test Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Jr. Validation Engineer L2,Lead AI Engineer,85.5,fuzzy,Practitioner,Data End User
Linux System Engineer (support pro),Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Junior AI engineer,AI Architect,85.5,fuzzy,Practitioner,Data End User
Junior Artificial Intelligence Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Jr. Java Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Sr. Accountant,Sr. Database Administrator,85.5,fuzzy,Practitioner,Data End User
Lead Data Architect,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Linux |Aws System Admin,Information Technology System Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead Data and AI Engineer,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead DevOps Engineer,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Localization Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Information Technology Financial Analyst,Information Technology Dir,85.5,fuzzy,Decision Maker,Information Decision Maker
Independent Developer,Senior Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Industrialisation Engineering Head,Head of Department,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead- Video Engineering,"Manager, Infrastructure Engineering",85.5,fuzzy,Decision Maker,Information Decision Maker
Jr Embedded Hardware Engineer L2,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
Jr. App Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Jr. Automation QA,Senior Software QA Engineer,85.5,fuzzy,Practitioner,Operations End User
Learning to create automation for business needs and streamlining fulfilment process.,Machine Learning Scientist,85.5,fuzzy,Practitioner,Data End User
Jr. Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Jr. Embedded Hardware Engineer L2,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
It Support,"Manager, Information Technology Support",85.5,fuzzy,Decision Maker,Information Decision Maker
JR. AI ML Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Java Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Joint General Manager - IT,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Intern AI Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Intern AI/ML Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Intern ML Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
IoT Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Sr Presales Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
"APAC Analytical Lead, App Developer Sales",Data Warehouse Developer,85.5,fuzzy,Practitioner,Data End User
ASSOCIATE ENGINEER - SALESFORCE,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
iOS Developer,Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Lecturer and Researcher,UX Researcher,85.5,fuzzy,Practitioner,Product End User
Lead Technology Architect,"Project Manager, Information Technology",85.5,fuzzy,Decision Maker,Information Decision Maker
Annotation Analyst,Business Intelligence Analyst,85.5,fuzzy,Practitioner,Data End User
Analyst. Credit Control & Risk Management,Credit Analyst,85.5,fuzzy,Practitioner,Data End User
Sr. Cloud Architect,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr Executive,Executive Assistant To Chief Operating Officer,85.5,fuzzy,Practitioner,Operations End User
Sr Executive (R&D),Executive Assistant To Chief Operating Officer,85.5,fuzzy,Practitioner,Operations End User
Sr Frontend Developer,Senior Business Intelligence Developer,85.5,fuzzy,Practitioner,Data End User
Sr IT Support Engineer,"Manager, Information Technology Support",85.5,fuzzy,Decision Maker,Information Decision Maker
Sr Manager - Project Management,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead UI/UX Designer,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr Cloud Ops Engineer,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr Data scientist,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Sr DevOps Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
AI/Data Specialist,Data Engineering Specialist,85.5,fuzzy,Practitioner,Data End User
AI/ML & Generative AI Enthusiast,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
AI data annotator,AI Lead,85.5,fuzzy,Practitioner,Data End User
AI-Driven Development Engineer,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
AI Trainer | Multimodal AI Data Specialist,Senior Data Analyst,85.5,fuzzy,Practitioner,Data End User
AI and Data Analyst,Business Intelligence Analyst,85.5,fuzzy,Practitioner,Data End User
AI and Data Engineer Business Professional,Business Application Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
AI automation specialist,AI Architect,85.5,fuzzy,Practitioner,Data End User
Advance Engineer,Data Scientist / Analyst / Engineer,85.5,fuzzy,Practitioner,Data End User
Aerospace Quality Head,Software Quality Assurance Engineer,85.5,fuzzy,Practitioner,Operations End User
"AVP- Supply Chain Delivery, People and Transformation With Natwest Digital Services India Pvt Ltd.",Information Technology Services Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
AWS AI Enginner (Generative AI) @ Apexon,Senior AI Engineer,85.5,fuzzy,Practitioner,Data End User
AWS Cloud Ops Engineer,Manager - IT Infrastructure And Cloud Operations,85.5,fuzzy,Decision Maker,Information Decision Maker
Lead UX Designer,Lead Information Technology Project Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
Sr Staff Engineering Manager,Office Manager,85.5,fuzzy,Decision Maker,Information Decision Maker
sofware engineer,Software Engineer,84.8,fuzzy,Practitioner,Technology End User
data analytics,Analytics,84.7,fuzzy,Practitioner,Data End User
engineer,Data Scientist / Analyst / Engineer,84.0,fuzzy,Practitioner,Data End User
Junior software engineer,Senior Software Engineer,83.3,fuzzy,Practitioner,Technology End User
support,"Manager, Information Technology Support",83.1,fuzzy,Decision Maker,Information Decision Maker
senior analytics manager,Senior Manager Analytics,83.1,fuzzy,Practitioner,Data End User
Customs,Customer Support Manager,83.1,fuzzy,Decision Maker,Information Decision Maker
manager,Office Manager,83.1,fuzzy,Decision Maker,Information Decision Maker
Jr.software engineer,Sr. Software Engineer,82.9,fuzzy,Practitioner,Technology End User
ai automation engineer,Automation Engineer,82.9,fuzzy,Practitioner,Technology End User
Graduate Researcher,UX Researcher,82.6,fuzzy,Practitioner,Product End User
Frontend software developer,Software Developer,82.3,fuzzy,Practitioner,Technology End User
Maintenance Planner,Maintenance Engineer,82.1,fuzzy,Practitioner,Operations End User
software engineer lead,Lead Software Engineer,82.0,fuzzy,Practitioner,Technology End User
Full stack web developer,Full Stack Developer,81.8,fuzzy,Practitioner,Technology End User
systems engineer,Senior IT Systems Engineer,81.3,fuzzy,Practitioner,Information End User
Junior developer,Senior Developer,81.2,fuzzy,Practitioner,Technology End User
Superviser,"Supervisor, Information Technology",81.0,fuzzy,Practitioner,Information End User
Engineer-2,Engineer - Product,81.0,fuzzy,Practitioner,Product End User
Electrician,Electrical Engineer,81.0,fuzzy,Practitioner,Technology End User
project manager,Senior IT Project Manager,80.7,fuzzy,Decision Maker,Information Decision Maker
Member of technical staff,Technical,80.5,fuzzy,Practitioner,Technology End User
Shipping and logistics executives,Logistics,80.5,fuzzy,Practitioner,Operations End User
member of technical team,Technical,80.5,fuzzy,Practitioner,Technology End User
Inter,Intelligence Analyst,80.0,fuzzy,Practitioner,Data End User
junior web developer,Senior Web Developer,80.0,fuzzy,Practitioner,Technology End User
Electrical Technician,Technical,80.0,fuzzy,Practitioner,Technology End User
system architecture,System Architect,80.0,fuzzy,Practitioner,Technology End User
ICT,IT,80.0,fuzzy,Practitioner,Information End User
staff engineer,Senior Staff Engineer,80.0,fuzzy,Practitioner,Technology End User
staff,Is / IT Staff,80.0,fuzzy,Practitioner,Information End User
Electrician Technician,Technical,80.0,fuzzy,Practitioner,Technology End User
Poject manager,Senior IT Project Manager,80.0,fuzzy,Decision Maker,Information Decision Maker
data scientist,Junior Data Scientist,80.0,fuzzy,Practitioner,Data End User
Professor,Cyber Security Professional,80.0,fuzzy,Practitioner,Security End User
Prof.,Profesional IT system,80.0,fuzzy,Practitioner,Information End User
marketing,Product Marketing Manager,80.0,fuzzy,Practitioner,Product End User
software engineer intern,Software,79.8,fuzzy,Practitioner,Technology End User
solution,IT Solution Architect,79.8,fuzzy,Practitioner,Information End User
Inter software enginner,Software,79.8,fuzzy,Practitioner,Technology End User
software engineering intern,Software,79.8,fuzzy,Practitioner,Technology End User
data engineer,Junior Data Engineer,79.2,fuzzy,Practitioner,Data End User
Maketing,Product Marketing Manager,78.8,fuzzy,Practitioner,Product End User
Architect-software development,Software,78.8,fuzzy,Practitioner,Technology End User
devops engineer,Devsecops Engineer,78.8,fuzzy,Practitioner,Security End User
Enginner,"Manager, Infrastructure Engineering",78.8,fuzzy,Decision Maker,Information Decision Maker
Associate staff engineer,Associate Software Engineer,78.4,fuzzy,Practitioner,Technology End User
data analyst,Senior Data Analyst,78.3,fuzzy,Practitioner,Data End User
Paraprofessional,Cyber Security Professional,77.1,fuzzy,Practitioner,Security End User
Architecture Advisor,AI Architect,77.1,fuzzy,Practitioner,Data End User
tech,IT Tech,77.1,fuzzy,Practitioner,Information End User
ai engineer,Cloud Data Engineer,77.1,fuzzy,Practitioner,Data End User
Ai engineer,Senior QA Engineer,77.1,fuzzy,Practitioner,Operations End User
Test specialist,IT Specialists,75.9,fuzzy,Practitioner,Information End User
Bioinformatician,Informaticien,75.9,fuzzy,Practitioner,Information End User
snowflake solution architecture,Solutions Architect,75.8,fuzzy,Practitioner,Technology End User
Ai and solution engineer,AI Solutions Engineer,75.6,fuzzy,Practitioner,Data End User
Intern,Data Integrity Specialist,75.0,fuzzy,Practitioner,Data End User
masters,Project Manager Scrum Master,75.0,fuzzy,Practitioner,Product End User
data science consultant,IT Consultant,75.0,fuzzy,Practitioner,Information End User
Leadrr,IT Leader,75.0,fuzzy,Practitioner,Information End User
Sccm Architect|Intune|Autopilot|GPO|Zscaler|MDM,AI Architect,75.0,fuzzy,Practitioner,Data End User
intern,Maintenance Engineer,75.0,fuzzy,Practitioner,Operations End User
indepedent researcher,UX Researcher,75.0,fuzzy,Practitioner,Product End User
Education,Production Manager,74.8,fuzzy,Practitioner,Operations End User
Full stack product engineer,Products,74.8,fuzzy,Practitioner,Product End User
VFX Line Producer,Productor,74.1,fuzzy,Practitioner,Product End User
Assitant consultant,Mandiant Consultant,73.7,fuzzy,Practitioner,Security End User
Sr data scientist,Junior Data Scientist,73.7,fuzzy,Practitioner,Data End User
Sr.cloud engineer,Senior Cloud Engineer,73.7,fuzzy,Practitioner,Technology End User
team leader,"Team Leader, Information Technology",73.6,fuzzy,Practitioner,Information End User
information architect,AI Architect,73.6,fuzzy,Practitioner,Data End User
AR/XR experience architect,AI Architect,73.6,fuzzy,Practitioner,Data End User
engg manager,Information Technology Engineering Manager,73.6,fuzzy,Decision Maker,Information Decision Maker
DataArchetc,Senior Data Architect,73.6,fuzzy,Practitioner,Data End User
Principal lead data engineer,Principal AI Engineer,73.5,fuzzy,Practitioner,Data End User
Vice President-Engineering,Engineering Lead,73.3,fuzzy,Practitioner,Technology End User
Learn ai,Machine Learning Scientist,73.3,fuzzy,Practitioner,Data End User
Web development,"Senior Manager, Product Development",73.3,fuzzy,Practitioner,Product End User
Category Head,IT Category Manager,72.4,fuzzy,Decision Maker,Information Decision Maker
Content Strategist,Product Strategist,72.2,fuzzy,Practitioner,Product End User
shift engineer,Product Test Engineer,72.0,fuzzy,Practitioner,Product End User
yes,IT Services,72.0,fuzzy,Practitioner,Information End User
Devops,Devsecops Engineer,72.0,fuzzy,Practitioner,Security End User
