Person Title,Person Buyer Segment
Data Science Manager,Data End User
It Consultant,Information End User
Business analyst,Other End User
Support executive,Sales Executive
Assistant General Manager - Data Analytics,Data End User
Software Developer,Technology End User
"Lead Product Manager, Payment Integrity (Fraud Waste and Abuse)",Finance End User
Senior Web Developer,Technology End User
Back End Web Developer,Technology End User
Solution Engineering - Engineer 1,Technology End User
Customer Support Executive,Other Decision Maker
ASDE,Junk/Invalid
Senior Software Engineer,Technology End User
Associate Product Manager,Product Decision Maker
AI/ML engineer Inten,Other End User
Team Lead,Other End User
Business Development Executive,Sales Decision Maker
Full Stack Engineer,Technology End User
Salesforce Developer,Technology End User
Coordinator,Other End User
Consultant general practitioner,Other End User
Product Manager,Product End User
Software Developer,Technology End User
Founder,Other Decision Maker
TMA,Junk/Invalid
Product Manager,Product Decision Maker
Software Engineer,Technology End User
Senior SEO Executive,Other End User
Software Engineer,Technology End User
Data Analyst,Data End User
PRODUCT MANAGER,Product Decision Maker
AWS Cloud Engineer,Technology End User
Technical team leader,Technology End User
CEO,Chief Executive
Senior Product Manager - SME Banking,Industry LOB - FinServ DM
Software Engineer,Technology End User
Mobile Repair,Other End User
Test Lead,Technology End User
Asst general manager,Other End User
Senior Executive-Technical Solutions,Technology Decision Maker
Bi Staff Consultant,Data End User
DATA ANALYST,Data End User
CEO,Chief Executive
AI Product Manager,Data Decision Maker
Senior Product Manager,Product Decision Maker
Chief Operating Officer,Chief Executive
Software Engineer,Technology End User
Project Coordinator,Other End User
Senior Product Manager,Product End User
App Dev & Support Engineer III,Technology End User
software consultant,Technology End User
Customer Service Agent,Information End User
AI Software Developer,Technology End User
Frontend Developer,Technology End User
RPA Developer,Technology End User
Technical Lead,Technology End User
Software Engineer,Technology End User
Senior Product Manager,Product Decision Maker
Technical specialist,Technology End User
System Support Engineer / Telematics Head,Information Executive
Technician,Other End User
IT,Junk/Invalid
Cloud Services and Hosting Lead,Technology End User
Engineer,Technology End User
Web Developer,Technology End User
Advocate,Other End User
Senior Consultant,Other End User
Data analyst,Data End User
Director,Other Decision Maker
Buisness management executive,Other Decision Maker
Application Engineer,Technology End User
Full-stack Developer,Technology End User
"Analyst – Infrastructure Security, Solution & Assurance",Security End User
Full Time Employed,Junk/Invalid
Software Engineer L1,Technology End User
Software Engineer,Technology End User
Lead Developer,Technology End User
"Director - AI Product Management, Customer Solutions & Sales",Product Decision Maker
Senior Frontend Developer,Technology End User
Contractual Data Scientist/Data Science Engineer,Data End User
Developer,Technology End User
Tech lead,Technology End User
Air Assistant Manager,Information End User
Delivery Manager,Other Decision Maker
Process expert,Other End User
"Software Engineer, Backend",Technology End User
Platform Engineer,Technology End User
Tech Lead,Technology End User
associate,Other End User
Electronic Engineer / student,Technology End User
Product manager,Product Decision Maker
Ai Engineer,Technology End User
Mobile Developer & Fullstack Developer,Technology End User
Hyperautomation Analyst,Security End User
Software Developer,Technology End User
Corporate Social Responsibility Lead,Marketing End User
Technical Project Lead,Technology End User
Consultant - Digital Data & Analytics,Data End User
Product Manager,Product Decision Maker
Product Manager,Product Decision Maker
UX Designer / Senior Process Associate,Technology End User
Engineer,Technology End User
Software Engineer,Technology End User
Software Development Engineer | Software Design | Python | IOT,Technology End User
Software Engineer,Technology End User
Senior Executive,Other Decision Maker
Product Manager,Product Decision Maker
Technical Lead (GenAI - Computer Vision and LLMs),Other End User
Research Engineer,Technology End User
Site Reliability Engineer,Technology End User
Project Engineer IT,Information End User
Software Engineer,Technology End User
Senior Software Engineer,Technology End User
Catalog associate,Other End User
Director,Other Decision Maker
Principal Consultant,Other End User
Senior CSR,Junk/Invalid
Data Scientist,Data End User
Senior Software Development Engineer,Technology End User
Senior Program Manager,Product End User
Software Engineer,Technology End User
AVP - Engineering,Technology Decision Maker
Lead Software Engineer,Technology End User
OWNER,Other Decision Maker
Engineering Manager,Technology Decision Maker
Software Development Engineer 3,Technology End User
Senior Engineer,Technology End User
Blockchain Developer,Security End User
F&A Ops Processing Senior Analyst,Other End User
Associate consultant,Other End User
Associate Engineer,Technology End User
Marketing Communications Manager,Marketing End User
Frontend Engineer,Technology End User
Teacher,Industry LOB - Edu End User
Senior Manager,Other End User
DevOps and Infrastructure Engineer,Information End User
SOMETHING ELSE /  Digital Solution Specialist,Other End User
Data Scientist,Data End User
Manager / Brand & PR Officer,Marketing End User
Software Engineer,Technology End User
Software Engineer,Technology End User
IT Systems Engineer - Frontline Manager,Information Decision Maker
Office Assistant,Other End User
HTML devloper,Technology End User
Lead software engineer,Technology End User
Implementation Specialist (Global Cash Management),Other End User
Senior Systems Engineer - Cloud Services,Technology End User
AI Data Trainer,Data End User
Software Engineer,Technology End User
Senior Manager - Pricing & Product Management,Product Decision Maker
Product Manager - Consumer Finance,Finance Decision Maker
Developer,Technology End User
Marketing Analyst,Other End User
Data Architect,Data End User
Senior Product Manager - SME Banking,Industry LOB - FinServ DM
PROPRIETOR,Other Decision Maker
Backend Developer,Technology End User
Civil Structural Engineer,Technology End User
SDE-2,Other End User
Sr Lead software engineer,Technology End User
Marketing Manager,Marketing End User
Network Engineer,Other End User
System engineer,Technology End User
Field Engineer,Technology End User
DevOps Engineer,Technology End User
Senior Software Developer Engineer I,Technology End User
Assistant Manager- Client Engagement,Sales End User
Full Stack Developer,Technology End User
Full-stack Developer,Technology End User
System Implementation Specialist,Technology End User
Associate IT consultant,Information End User
Senior Developer,Technology End User
Analyst,Data End User
Software Engineer,Technology End User
Senior Analyst,Technology End User
AI Engineer,Technology End User
Junio Software Developer,Technology End User
Jr. frontend developer,Technology End User
Product Manager - LiSTNR,Product Decision Maker
Editing,Junk/Invalid
Product Manager 2,Product End User
SDE-1,Other End User
Advocate,Other End User
DEVELOPER,Technology End User
Web Developer,Technology End User
"Principal Engineer,SQA, NXP Semiconductors",Technology End User
DevOps Engineer,Technology End User
Chief Executive Officer,Chief Executive
Cloud Operations Engineer,Technology End User
game software,Junk/Invalid
Software Engineer,Technology End User
Software Engineer,Technology End User
Analyst,Data End User
Sr. Mechanical Design Engineer,Marketing End User
Associate Consultant,Other End User
IT Network Engineer,Information End User
Software Engineer,Technology End User
Senior Data Engineer,Technology End User
Technical lead,Technology End User
Associate Consultant,Other End User
Protection Engineer,Technology End User
Accountant,Finance End User
Associate manager,Other End User
Assistant Manager CSR,Other End User
